reviewText,label
"My impressions of Fatherree's book:  Pros --  -- The photos are almost without exception beautiful and help to explain and illustrate points the author is trying to make.  -- Chapter 6 (""Tridacnid troubles) sets out a good amount of information on diseases that I have never seen in any other place.  -- The third chapter, on identification of the various species, is very useful, clear and well done overall.  The photos in this chapter are invaluable and beautiful.  Cons --  -- The ""conversational style"" is something a reader may like, or may not. I did not.  I want a clear explanation of a topic, not a conversation with someone who is trying to be casual, witty and amusing for reasons that don't help the explanation along.  The author is apparently trying, in part, to make the book entertaining enough so that the reader wants to learn about the subject; virtually anyone who buys this book, though, already has enough interest in the subject to sustain them through the reading of the book.  -- The text on pages 130 and 131 is juxtaposed one with the other.  -- The chapter that many readers would want to be the most complete and cutting-edge (that on care of clams in the aquarium, Chapter 5) is the least informational of the book.  The worst section in that chapter is probably the section on lighting.  This section includes absolutely no mention of lighting intensity in any usably objective terms (PAR or even lux), and wastes five paragraphs with a repetitive monologue of his subjective opinions on the 'looks' of various color temperature bulbs.  This chapter also includes a section on feeding, which spends ALL of its ten pages explaining how, how much, what and when to feed, only to conclude with the recommendation ""if you want to avoid all of this, just do what I've done for years (as have a gazillion other hobbyists) and only keep tridacnids in well-established, well-stocked aquariums with bright lights and don't worry about them.(p. 183)""  It should also be pointed out that the book devotes most of Chapter 2 to why Tridacnids need not be fed at all!  Lastly, there was no information in the chapter on care of clams that is not currently what passes for common knowledge in the hobby.  While this is fine, in the sense that a book can be usefully a compilation of common practices, I expected more.  In summary: a book that most interested hobbyists will find is worth owning, in spite of the fact that it falls short of a bar that has been set by recent books in the hobby, including Wilkerson's ""Clownfishes"", Borneman's ""Aquarium Corals"" and the three volumes of Delbeek and Sprung's ""The Reef Aquarium"".",3
finish reading this book in 2 days. this book covers pretty much everything from the caring to selection of tridacnid clams. i hv 5 clams in my reef tank. this book has really taught me a lot of things i hv overlooked such as feeding. i highly recommend this book.,3
"I purchased the Trilogy with hoping my two cats, age 3 and 5 would be interested.  The 3 yr old cat was fascinated for about 15 minutes but when the same pictures came on, she got bored.  The 5 year old watched for about a few minutes but then walked away. It is possible that because we have a wonderful courtyard full of greenery and trees and one of my neighbors has a bird feeder, that there is enough going on outside that they prefer real life versus a taped version.  I will more than likely pass this on to a friend who has cats that don't have as much wildlife to watch as mine do.",3
"My cats don't watch TV...  If they can't smell it, they don't care. Maybe yours do.  But, well, unless yours do already, don't bother with these TV time cat videos.",3
Really wish that I had just purchased volume one. It is the best.  based on what my cats preferred. It is hysterical watching your cat as they watch the video. worth every penny!!!!,3
My cats actually watched these DVDs. In the beginning they tried to get the birds by reaching behind the television but once they got used to the deal they settled down and just watched intently.  It was funny when a bird would fly out of the picture the cats would want to dart that way too.,3
"I bought the triliogy and have tested out all the DVDs.  It appears that volume 2 is the most well received of the three and the one I would recommend.  It's funny to watch my cat watch it bc she looks behind the TV trying to find the birds.  I turn this on sometimes when I'm leaving the house, by the time I get home, she doesn't seem to be paying attention anymore but figured she'd at least enjoy the sounds.",3
"If I had gotten just volume two, I would have given it five stars, but since I got the trilogy, I can only give it three stars.  I read all the reviews, and knew that vol. two was the best, hands down, but for few extra dollars I decided to get all three in a combo pack.  Since birds are a natural source of food for cats (feral) it was natural that they were instantly attracted to vol. two. Contrary to all the cartoons, cats are not fishermen, and thus, fish, either in a bowl or in the wild are not something they are naturally attracted to. Since gerbils and guinea pigs are not native where I live, they could have been little dogs as far as my cats could tell. Rodents are also a natural food, so volume one was much better than volume three. Also, the quality could have been better (for my eyes only) but my cats could care less about video quality... they just see birds..  LOL",3
"My two year old Egyptian mau kitten loves watchng birds, at first she loved watching the birds over and over, and now she knows that it is a dvd.  Terri",3
"My female kitty could care less about these videos-but she cares less about almost everything. My little male however digs these. He doesn't go ape over them, but he really does watch them for a bit and it makes me feel better to throw them on when I have to go out to work and leave him.",3
"Puppy Booster Herbal Supplement for Dogs is my puppy best friend, my puppy even as for it every morning. better price than in petco here",3
good for puppies who not have problems to keep not having problems. easy to give to active do. many useful vitamins.,3
"puppy booster is perfect for my puppy, I love it, works almost right away, great strength, easy to give to puppies. large size, almost no smell, herbal supplement",3
powerful protection for the dog immune system. i really love that product and my dog also loves it. great herbal supplement. does not leak,3
"Amazon is the place to shop and this seller is exceptional.  Mistakes happen, but it's the way the mistakes are handled that convince a buyer that a seller is one to trust and use repeatedly, as we shall this seller. We were looking for a booster for our dog and decided on  this one after reading positive reviews. We received the product promptly, but there was a tiny perfectly round hole in the bottom of the vial through which much of the gel had leaked.  We were very disappointed, as our pup really could have used an immune booster. The seller arranged immediately for a refund and sent a new bottle of the gel without charge.  What more can be said?  Trust this product and this seller.",3
"power mune by vet vitals is good for immune system, really works, good for fixing immune system, this one is chicken flavor, power mune will make a tiger out of your dog or cat. actually powerful.",3
"I'VE OWNED AND TRAINED DOGS FOR 20 YEARS AND HAVE USED MANY DIFFERENT NON ABUSIVE METHODS TO WORK WITH PROBLEM DOGS,  AND I BELIEVE CESARS APPROACH IS NOT ONLY THE MOST SIMPLE AND HUMANE BUT IT WORKS.  HE SHOWS HOW SIMPLE CORRECTIONS CAN BRING ABOUT INSTANT RESULTS WITHOUT HAVING TO BE AGGRESSIVE OR ABUSIVE TO THE ANIMAL.  I'M NOT SURE WHAT BOOK OR PROGRAM THE OTHER REVIEWER IS WATCHING, BECAUSE ANYONE WHO IS CONSISTENT WITH CESARS TECHNIQUES WILL GET THE DESIRED RESULTS.  I'VE WATCHED HIS PROGRAM SINCE THE BEGINNING AND HAVE ADDED HIS BOOK TO THE MANY OTHERS I REFER TO IN MY WORK.  I HIGHLY RECOMMEND HIS BOOK TO ANYONE WHO WANTS TO HAVE A BETTER UNDERSTANDING OF THEIR DOG!!",3
"The poster who stated that Cesar's methods are archaic and use pain to correct the dogs obviously hasn't spent time watching the show.  Cesar never causes the dogs any pain or injury. In fact, several of the dogs on his show have bitten holes in his hands but he never, never reacts in a way that is painful to the dog. He maintains his calm assertive self.  Cesar's corrections consist of a noise ""shhhh"" and a brief tug on the leash. Cesar works with the type of collar the owner has on the dog. That may be buckle, choke, martingale, or pinch/prong. None of Cesar's corrections are physically damaging to the dog. Incidentally, the prong/pinch collar is not a cruel device when used correctly. It is meant as a TRAINING AID, to be used for no more than 2 weeks to help gain control of larger dogs that need help mastering leash etiquette. A person should ALWAYS consult a professional trainer for information on the proper use of pinch/prong collars. Shock collars should never be used unless they are set on a ""beep"" only setting and under the supervision of a professional.  Please, if you own a dog, watch this show! This DVD set is filled with valuable information about canines and our relationship with them. Cesar gives good information in a no nonsense way that anyone can follow. The first season was wonderful, and you can bet I'm going to tune in for season two! Our canines need an advocate like Cesar.  I'd give this two thumbs up!",3
"I Love Love Love Any & All of Cesar's Teachings! He's Soooo... Practical & Makes So Much Sense!! He Always Gives a Deep Understanding (explanation) of Why or What Causes a Dog (or animal) the behavior & then ""How to Correct"" that unwanted animal behavior. 10 Thumbs Up for Cesar Millian!!!!!",3
Loved it. I couldn't stop watching this series. Saw it in 2 sittings this weekend. I learned so much I didn't know about dogs.,3
I love lots of Cesar's tips but he needs to update his old school rather aggressive methods.,3
How can you miss with Cesar Milan? He's the best Dog Whisperer!!!,3
"He seems really full of himself and I'm not so sure the dogs are ""trained"". I just get the feeling that they are putting the best examples on the show and the failures hit the editing room floor.",3
"fun to watch , learned allot of useful information ,worth watching",3
gives me ideas on how and why dogs act like they do.,3
"I am such a huge Cesar fan, and this was worth every penny, he is a godsend",3
"Please see the other reviews we've written about ""Dog Whisperer."" The show is great, both educational and entertaining. And Amazon needs to develop a way to rate multiples of the same thing! Why write the same review for every year's episodes of ""Dog Whisperer""???",3
"I ordered this DVD Series ""used"". Normally, I do not buy ""used"" DVD's, CD's or Books unless the product is rated ""nearly new"" or in ""very good"" condition. The seller rated this product ""good"" so I was hesitant but ordered anyway because of the great price (under $8 for the entire first season). I was ecstatic when it arrived only a few short days after I ordered it and in my opinion was in ""nearly new"" condition. I appreciate the sellers honesty regarding the condition of the outer casing and would not hesitate to order from this seller again. I greatly appreciate the speed and integrity in which they demonstrated with this fantastic DVD series.",3
"Cesar shines a light on many issues modern dog owners have, and how to remedy them.  Its fascinating to watch him work.",3
"In my opinion, can't go wrong with Cesar Millan. Have admired him and his abilities from the very beginning. Would highly recommend anything from The Dog Whisperer!",3
I thoroughly enjoy watching Dog Whisperer episodes.  I think that Cesar Millan's philosophy regarding dogs can apply to every aspect of life... Don't reward bad behavior!!!,3
Getting a rescue dog which you never know what past comes with the dog.. So I wanted to see how Cesar handled various situations... He is so good understanding the minds and behaviors of dogs... Each episode is different in its own way... Love the dvd..,3
"I have acquired an American Eskimo about 3 years ago and have been searching, buying and trying a lot of books, training courses and dog obedient classes since.  I ran across the TV show recently when I switched TV to satellite.  I only wish I have found out about this earlier.  A lot of the reviewers have covered almost every aspects, I just want to include a few points from my views from the shows.  The whole idea of Cesar's method is really simple, be the pack leader and the dog will follow, that will indirectly solve most of the unwanted behavior.  Although the execution is more complicated plus he has a pack of dogs to help him(this is a significant tool that most of us or other dog trainer lack of).  I have owned Season 1, 2 & 3 in DVD, plus all the episodes I have taped from Season 4 to 7.  I cannot find any evidence of inhuman behavior or forces as described by some viewers.  Pinning the dog down is the most ""violent"" I have seen but even that, Cesar did not use force or tool, he was only making the dog in a laying down position.  In face, Cesar has been bitten quite a few times!!  And the touches he uses are for correction, if that's really hurting dogs, I am sure the dogs would have attacked Cesar already.  All dogs seems to responded to Cesar all the time and his touches are so effective, almost like miracles.  Let's not forget he is gifted with some ability such as feeling the dog's energy.  He always touch before the dog escalate.  Until we practice this, we'll never have as effective touch as he is, but the shows are definitely fun to watch, just don't expect the same result.  The last point I want to make is about the comment of his technique.  Some viewer regard it as old school.  It is probably true but then it will always works as long as following the leader is still in the DNA.  This is still true today for pack animal such as lions or elephants.  In fact, all those so called new technique does not work well for abused dogs.  I believe Cesar's method covers a much more variety of situation.",3
The first season of Cesar is a great introduction to his methods and does not assume that you know anything about him or his methods. From time to time I go back to this first season to refresh myself on some of the basics of his method and philosophy. I enjoy these episodes every time.,3
"Cesar is truly a genuis of what he does.  He has the ability to get the most misbehaved dogs and rehab them to get them back to being great companions.  The only problem with the series that I have is the story is almost always the same.  Aggressive dog, Ceasar comes and teaches the owners to be better pack leaders, thus dog becomes less aggressive.  I would love to see more episodes focused on other problems besides aggressive dogs.",3
"I have four dogs--different breeds, different personalities, different temperaments.  All have come from homes where the original ""owners"" tired of them for one reason or another.  This motley crew did not immediately become a happy pack.  I had no idea how to deal with the problem.  Then I watched Cesar Millan's Dog Whisperer--over and over.  I immediately began to use Cesar's approach: seeing myself as the pack leader, exercising the dogs more (and together!), behaving more like the dogs' mothers would have behaved (yes, I applied a bit of pressure to the neck with my fingertips--the Mom ""bite"").  Now I have a happy, peaceful pack of contented, well-exercised, balanced dogs.  And I am a happy, peaceful pack leader.  Now my dogs are not a source of frustration and guilt, but a source of joy, love, and connectedness.  Cesar is a wonder!",3
"I've recently got hooked on Ceasar's dog whisperer show and have been trying to rehabilitate my 8 year old dog.  She's improved amazingly on her walks but there is still a lot I need to train her on. Watching what he does dog after dog, makes me want to stop everything a get to work.  I think he's amazing at what he does, and watching the video you are reminded of that over and over again.  The only negative thing I have to say about the disc set is that unlike when the show airs on the national geographic channel, it doesn't give you an update on how the dog is doing after the session.  Otherwise, it's highly recommended!",3
I was impressed how he handled the dogs. What do you do with dogs digging in the garden when you don't see them doing it ?,3
"I read the book, and after watching the program, I have a much better understanding of the techniques Cesar uses to bring dogs under control. It gets a bit repetitive but the repetition does bring home the lessons. My dogs and I are better for it; much more cooperation between us. The extras were a waste of time, quite frankly, and could be left out. All in all,worth the time.",3
Interesting and tasty (at least according to our dogs' response) recipes that are clearly written and easy to follow.  If you want to make your own food and treats this book is a must.,3
"I was curious about making home cooked food to supplement our new puppy's diet. Not exclusively, mind you, but I definitely wanted to incude some fresh food along with her (high quality) kibble.  This book has plenty of great recipes for every meal, from breakfast to dinner, desserts, special occasions, and even training snacks. There are also recipes for homemade kibble and Kong toy stuffing. Plus there is some information on what not to feed a dog (like onions and grapes). I'll definitely be preparing some of the recipes from this.",3
"Lots of good recipes for your furry babies.  Easy to make, and lots of them to choose from in the book.",3
A lot of options to make. But nothing for Diabetic Dogs or Senior dogs.,3
"like this it has recipes for my budget that I can make and 3 types of treats I've made so far my dog loves, I'm now gathering things to start making his meals and freezing them, hope he likes them as much as his treats, way cheaper than buying treats for him...",3
My dogs love the recipes! I have 8 and have tried many of the recipes. So much better for your critters than ready made store bought brands.,3
like the book a lot. thank you for your fast service.,3
Love the cookbook can't wait to start cooking for my dogs!!!!,3
"nutri calm works great, my puppy does love it and so I love to use it to give to my puppy. puppy actually becomes calmer within few hours after it. almost no smell",3
I am disappointed in the quality of these.  They have significantly deteriorated in just a few uses.  I am going to stick with using foil.,3
I have now purchased all 4 of these bands. I already have a full home gym and use it nearly daily but these bands have provided an awesome addition allowing me to work muscles I don't think I've ever worked. They're guide could be more extensive because I've found many new/interesting ways to use them and work even more muscles.,3
"Got it for my brother's dog, since she was having a lot of stiffness in her hindquarters. It has helped.",3
"Replacement blades are so expensive that my husband decided it'd make more sense to just buy a new razor; however, he discovered that wasn't the case. He liked his existing Norelco so much better that he returned the new razor and bought the replacement heads for his old. He said he's glad he did, and the blades are doing a great job!",3
"Bought this set about two months ago and never got a chance to use them, needed a white elephant gift last minute so this is it.  It was a hot item for sure, my receptionist was the final winner and she said she's amazed at how soft the bristles are.  A great little set that's affordable and makes good gifts.",3
Have been using this hair spray for years.  The 5 pc set was a great buy,3
Strong magnets once you remove the plastic film. Using them on a steel peg board they work great.,3
Got two for my backyard to hang on the fence.  They look great there!!  THanks!!,3
"Love this brush. I have an older brush that is not retractable and have never been able to clean it thoroughly. I have six dogs and they all like It, my one dog Frenchie loves it. She has always like me scratching her back, I think this is why she like it so much.",3
"Just tried it out on my Yorkie and my terrier chihuahua and this brush is amazing! My dogs loved how it felt and it left them feeling nice and smooth! The clean up was the best part, it didn't leave the hair clumped up in the brush like my old brush! I'm going to tell all my friends about this brush!",3
"Great product! This came auickly as alwsys, packed great as always. The bands come in a small black bag that is a huge advantage because all of my gym gear always gets list and just laying around everywhere. The color is vaibrant and size is great for these bands. Over all great gor your workout!",3
"I bought it for my daughter who is a fitness instructor. (She used other brands before and was unhappy). Now she's so satisfied with those and says they are the best. Easy to work with, comfortable and friendly.",3
The silver name tag is a little bit crooked but I still think this bag is adorable!!!!,3
"This product is fantastic. I use it for steaks also, to make sure they are cooked just right. I have had this product for several years and the battery is still good. I wanted to get one for my son, but I can't find it anywhere online. Amazon doesn't have it and doesn't know when they will again. Even the AcuRite website doesn't have it. I guess it was discontinued. How can you discontinue such a great item?",3
"Used these for a Star Wars theme cupcake order, they worked just fine for baking and the kids loved the liners and cute BB8 toppers!",3
Best Stuff to make your own fish feed - Really happy with this and the fish love it,3
worked great and even better then ones that came with Grill,3
"Great bands!  I bought two red ones for some resistance training on the barbell, these are a little smaller but with the right use you can get what you need. I also bought a green band and I think this one is a little narrower than the standard green bands you see in the gym.  I wanted this to help my wife do pull-ups, and this does the trick!  She's pretty excited she can work her way up to unassisted pull-ups!",3
"This is the best and safest dog treat on the market. My dogs actually refuse to eat any other treat. There has never been a recall (to my knowledge), on these treats. Highly recommend!",3
dog's love it my baby's are doing so great on this food also feed the dry they have not had any problem's with hot spot's since feeding this brand thank u so much for this wonderful food will never switch again,3
"Love it. Soft, light, and breezy. A little difficult to place over comforter as there are no ties but once placed the comforter stays put. It's perfect. I recommend.  - not sure if these covers come without ties or if it was just the one I got, either way it worked out.",3
"I like laundry bags, these are nice quality it appears.  The zipper has a ""lock"" so it won't open in your washer.  It's nice to have more so you can put less in each back and use a couple.  That way your clothes get cleaner in my opinion.  The thing I don't like so much is that the biggest size is gigantic and you get 4 (of each size).  I don't really need 4 gigantic bags, the medium and small size are perfect although smaller is more needed than medium.  Another thing is that the mesh is really fine, that is nice for bras with hooks or other things with small buttons but it feels very stiff and inflexible which is also a draw back for getting your stuff clean.  Maybe they get softer with use.",3
"Colors are virtually exact as in the photo. We bought this to lay over our dogs' bed to cut down on having to wash the actual bed cover. While I am happy with the item it is not as heavy as what I expected. We have purchased similar throws from Walmart that are heavier and more durable. My only concern is how long this one will last. If you want it just for 'pretty', or a light weight cover, it is a lovely throw.  But if you are expecting something durable, you might want to keep looking.",3
"I have a young maltipoo who loves toys. This is the first dog I've ever had who has liked toys this much. A little under a year ago we got him the Mr. Moose (that's what we call it) from the above collection. He loved it so much he took it to his crate at night. I even bought him a second one a few months later in case the first Mr. Moose met with foul play.  Well, when I saw this collection of three Kong toys (including yet a third Mr. Moose) I went for it. We intended to give him one toy at a time, but he got into the doggy box and pulled out all three and he was in doggy heaven.  I don't know whether it's the size, the shapes, the smells, or what it is about these Kong toys, but they are just so terrific. He wrestles with them and chews on them and  we play catch with them as well,  and they really take a beating and keep on ticking. He loves them all (though Mr. Moose is probably still the favorite with the alligator a close second.)  I cannot recommend them enough. Our Vinnie is a small dog but he chews and abuses these toys all day and like I said, he's had the Kong Moose for well over 8 months and hasn't torn through it yet. Perhaps for a bigger dog that might be a problem, but these Kong toys are so sturdy they're the only ones I really feel comfortable leaving him with in his crate at night.  Highly recommended. OBVIOUSLY.",3
"If you have 40+ year old Paul Revere from Oneida, you'll notice a difference. Doesn't perfectly match the existing pieces (more noticeable on flatware, especially when you stack it), but you have to be looking to tell.",3
"Perfect! Exactly what I needed, and I like being able to alternate colors. It helps with sorting somehow",3
"I LOVED these sheets when they first came. They are SO soft and wonderful. Unfortunately within a few days there was a small hole in them :( I had only washed them once before putting them on. Not sure if I just got a bad one, but other than the small tear, I love them.",3
I love correlle! With kids doing the dishes I got tired of stoneware chipping but with correlle plates there is no worry! This design is perfect for our woodland house. I'll definitely be collecting more pieces.,3
Fun calendar.  Bought this for my Grandmother to quiz us every day. So far she has enjoyed it and I would recommend to others.,3
"Good price, but is made of shiny slippery rubber. I prefer the ones that aren't slippery.",3
"This calendar is beautiful! The prints are fun and have fantastic color, the grid is also very clean with lots of space for notes. Only complaint is the pages are not glossy so sharpies will bleed through (which is my pen of choice for calendars).",3
"Adorable!  A little bit heavy but not too bad.  The weight gives it a nicer feel.  Nice details, nicely painted.  Very nice handiwork.  I think the little bone on the bottom is to add a name, but we aren't going to do that.  It's cute just a blank bone (or can remove it if it bugs us).",3
"Delivered as advertised.  Works great!  The price was a little steep, but when you're buying a discontinued item, that's the reality.",3
It is solid metal with exception of nozzle and rubber grip. Grip feels like high grade rubber but still the kind of rubber that will degrade if exposed to chemicals or oils. My hose is broken but it pressure tested ok. I will update this review if it later turns out to be crap but so far I would say its a good unit over all.,3
"These spatulas are a little smaller than I expected, but they are silicone and do the trick.",3
"Now my 3/8"" sockets are nutdrivers.  The 3/8"" female end makes this into a 10"" extension to really tighten these bolts.  The handle is not as comfortable as my other 3/8"" spinner, but being able to attach my ratchet more than makes up for it.  It's a very solid tool.",3
"This review is for Premium Stainless Steel 5 Piece Kitchen Essentials Knife Set with Stainless Steel Knife Holder Stand.  This set is really sharp with the metallic looking butcher block.  Definitely a change from the standard wooden ones. As for the knives themselves, they are quite sharp and have a quality feel to them. I am hoping they will hold up like my ceramic ones do. They really do look good sitting on my countertop.  I have stainless steel appliances and black and brown granite -- so this really fits right in.",3
"Background: I have the purple band. I am a runner, bicyclist, and like to exercise in general. With this band, I hope to get back into the same shape as college a few years ago using body weight and these bands to work my core. My favorite twisting core exercise are russian twists where the band is attached to a wall or pole, you are facing to the side, and bring the other end of the band across your body with straight arms, feet planted which works your core, shoulders, and arms. Holy moley, this band is whooping my butt!  Pros: 1) Strength: The strength of this band is exceptional. With the exercises that I do, it gives me plenty of resistance that does not change each time I use it. I can't wait until I get strong enough again where I can get more dynamic with this band. 2) Comfort: It is smooth and ""soft"" making it nice to hold.  Cons: 1) Width: the width makes it a little awkward to hold. Its not terrible or uncomfortable, but I notice it. I may become numb to it eventually. I would have made the band less wide but a little thicker.  Overall, this band will do the job over and over. It seems robust and certainly has the right amount of resistance for a full variety of exercises. I used to love working out with these type of bands while running track and am happy to be able to get some of these to get back into those exercises.  Note: I received this product at a discount in exchange for my honest and unbiased review. I already am a fan of using resistance bands for workouts and had to jump on the opportunity. I hope the review helped!",3
"Had a plastic hose reel that was problematic from day one and it finally fell apart. Decided to go simpler, with a hose holder that I can simply wind the hose into. Not as big as I thought, but it holds over 100' of Craftsman rubber hose without a problem. Not sure if the post in the center made any difference when it comes to winding up the hose, but it doesn't get in the way, so it is fine in my book. Nice finish  with thick lacquer which I am hoping will keep it from corroding or rusting out anytime soon.",3
This is the perfect size to carry coffee.  the double vacuum will keep coffee hot or cold drinks cold for a long time.  It has a very sleek look and it will fit nicely in back pack pockets.  the quick release cover allows for easy access with one hand.  I received a discount to review this product.,3
A very well balanced spatula that is strong as well as flexible.,3
"I have used it with pasta. Did not work the greatest, had to add water twice. But it works for old fashioned rolled oats. I use the orange one. 1/2 cup oats, dash of sea salt, and one cup boiling water. Let set about 7 min with lid secure.  What I like is that I can let this sit and get other things done. No babysitting a pan. Have not tried veggies yet.",3
"Great vibrant purple! Looks great with my mixed media projects. Tip: if you push the spray 1/2 way, you get a droplet effect (or splatter effect), if you press it all the way you get a nice fine mist.",3
"I'm obsessed with these suddenly. Use them as a dinner mat, use as a cutting board, use as a hot tray... these things are so handy. I got 2 of them in the bright green. I was thinking they'd be like any other silicone mat but these are even better!  Once you place them on your counter you have to peel them if you want them off. Which is a good thing, because they won't slip around. And they do t leave any residue behind as they are simply silicone. I would definitely recommend these! They are so handy to have around. Plus they were really low cost and fast shipping! A+ all around",3
What can I say?  This was a replacement for a bowl cover that had chipped badly.  It fit my work bowl and I'm happy it was available.,3
I am satisfied with my purchase and am glad that I went through here.  Thank you!,3
"This set is so cute! I love to get all dressed up for my husband every once in a while, and surprise him with a really nice meal. This apron is perfect for covering up and protecting my outfit and still looking cute at the same time. When I first ordered this, I mistakenly thought it was a set of 4 aprons. Had I read the description in detail, I would've seen that it's actually a set of 1 apron, 1 napkin, 1 kitchen towel, and 1 hot pad, all matching. They are made out of sturdy cotton, so they are all very easily machine washable. I would definitely recommend this set to all home cooks. It's cute, practical, and unisex too. I received this item at a discount in exchange for my honest and unbiased review. I hope this was helpful to you!",3
"These bags are awesome and help me when I travel. I travel a lot for work and I'm always looking for ways to pack better and more efficiently. These are really lightweight and don't add any weight to the luggage. They're drawstring and stay closed. There are ; different sizes in a set and I use them for different things - clean clothes, dirty clothes, socks, etc.  They're not too big. They're a lot smaller than a laundry bag. I included a picture of the largest for reference.  They're also really cute. I love having fun travel accessories.  I received this product at a discount for my honest review.",3
"These made a great gift for my friends. I'll have to ask them if they keep the wine cool, but either way they were a hit.",3
These work great with seed/pantry moths.  I always keep one going next to the love bird cage.,3
"I had a party and wanted it to be as green as possible. This table cover helped with that. I didn't feel nearly as guilty as if I'd used a plastic one, although it did come sealed in plastic. Nice color, too.",3
"A  very nicely made, small-size gnome....almost too nice to use in the little contest we have  going with our neighbors where we surprise each other from time to time with a well-hidden garden decoration. This guy is a cut above most garden gnomes...",3
Friends:  We don't often have Canaps at our Horse ranch in the remote Sangre de Cristo mountain range of Colorado but we do eat big meals so I mostly used these for individual butter dishes.  The match a large collection of flat wear by the same company.....  I bought four sets of everything from www.amazon.com on a single morning of on-line shopping.  This stuff can go into the dishwasher.  It looks so Good I keep the Kitchen center island which is nine foot by five foot set all the time as if we were having guests.  Google my name to Learn more......  Arthur von Boennighausen,3
"Friends:  I use this pitcher for flowers in water...... It matches a bunch of plates, cups and other flat wear made by the same company.  This is a large pitcher with a wide base.  Someone once told me that flowers are God's thoughts in physical form......  Google my name to Learn more......  Arthur von Boennighausen",3
As described and got if quickly.  Well made and looks great at my front entrance.  A like pricy but could not find anything like this in my area.,3
Beautiful item and you can actually use it  Nice size canisters. Would buy from seller again,3
"Love Pimpernel.  My first set was received as a gift in 1983.  Since then  I have 5 different large placemat sets and mix and match the patterns. My guests appreciate the fact that they don't worry about spilling sauce or gravy on their placemat because they wipe clean.  BEAUTIFUL!  I love the Jason pattersons also, but their placemats are a little too large for my table.",3
"These are just what I wanted last Christmas, but I could not find them.  So when I saw them on Amazon I bought ahead for next xMas.  They are very pretty, and look to be quite well made.  If I have any problems using them I will update.",3
Like the idea of personalizing Nora Fleming platters for different occasions.  This ducky is adorable and looks great on the dish.,3
Perfect for cleaning up after the dogs. I may have to buy another one for the garden. Very solid better than I expected.,3
"It is affordable, beautiful and there is room to write my appointments for each day of the month.  Also, it is light so I can carry it in my purse all the time.",3
"I purchased this because my favorite architectural style is ""storybook"" and I was looking for something along that vein.  This fits the bill perfectly and looks very cute on my deck.",3
We needed a night light next to the bathroom and this one fit the bill. It gives off just enough to see but not wake you up.,3
"I LOVE this colander. The old one I had lasted for about 20 years, so I can't complain. But it was stained and one handle had broken off. It was time for a new one by a long shot. lol I looked specifically for one that was purple - my favorite color - and was delighted to find this one. The holes are cheerful smiley faces, the size is perfect, the handles are easy to grip, it is well balanced, and of course the color is beautiful.",3
